"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","2695","LUTEINIZING HORMONE(LH)","Male Under 60 Years: 1.20 - 8.6FemaleFollicular phase: 1.0 - 11.0Mid Cycle: 10.0 - 80.0.0Luteal phase: 1.0 - 14.0Postmenopause: 8.1 - 44.0","IU/l","","Standard","Decimal","0 - 270","0.9 - 90"
"","2696","FOLLICLE-STIM HORMONE ( FSH )","Male: 1.00 - 14.00FemaleFollicular Phase: 3.00 - 12.00Mid Cycle: 8.00 - 22.0Luteal Phase: 2.00 - 12.00Postmenopause: 35.00 - 151.00","IU/l","","Standard","Decimal","0 - 453","1.3 - 151"
"","2697","Prolactin","Female: Non-Pregnant: 1.20 - 19.50Post Menopause: 1.50 - 18.50Male: 1.80 - 17.0","ng/ml","","Standard","Decimal","0 - 105","2.35 - 35"
"","2698","Cefuroxime","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2699","Cefizox (ZOX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2700","Cefspan(CFM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2701","Ceftazidime","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2702","Fortum (CAZ)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2703","Urixin (PIP)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2704","Zinacif (CXM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2705","Sulzone (Cefoperazone/Sulbactam (SUL)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2706","Bilirubin Total","0.2 - 1.0","mg/dl","","Standard","Decimal","0 - 30.0","0.2 - 1.2"
"","2707","Alkaline Phosphatase","Male 20-50 Years: 53 - 200Female 20-50 Years: 42 - 200Child 1-12 Years: < 460","U/L","","Standard","Decimal","0 - 5000","42 - 200"
"","2708","Total Protein","Adult: 6.6 - 8.7","g/dL","","Standard","Decimal","0 - 26.1","6.6 - 8.7"
"","2709","Leukocytes","NIL","-","NIL","Standard","Text","0 - 500","0 - 1"
"","2710","Toxoplasma IgG","Non- Reactive: < 1.6Equivocal: 1.6 to < 3.0Reactive: >= 3.0* Reactive result in suspected early diseases cases should be retested in three weeks.* For grey zone results, repeat testing is suggested after two weeks for confirmation.","IU/ml","","Standard","Text","0 - 500","0 - 1.6"
"","2711","Dengue Virus (IgG) Screening","Negative","","","Descriptive","Text","0 - 500","0 - 99999"
"","2712","DENGUE VIRUS (IgM) Screening","Negative","","","Descriptive","Text","0 - 500","0 - 99999"
"","2713","TSH receptor antibodies (TRAB)","Negative:<0.4Positive:=/>0.4","IU/L","","Standard","Text","0 - 500","0 - 500"
"","2714","Colour","Yellow","","","Standard","Text","0 - 250","0 - 99999"
"","2715","Urea (Serum)","Adults <65Y 15 - 50Adults >65Y <70","mg/dl","","Standard","Text","8 - 500","15 - 50"
"","2716","ESTIMATED GLOMERULAR FILTERATION RATE (eGFR)","(SEE BELOW)","mL/Min/1.73m^2","","Standard","Text","0 - 500","0 - 150"
"","2717","PH","7.31 - 7.41","","","Standard","Decimal","0 - 22.38","7.31 - 7.41"
"","2718","PCO2","41.0 - 51.0","mmHg","","Standard","Text","0 - 500","41 - 51"
"","2719","PO2","35 - 40","mmHg","","Standard","Decimal","0 - 324","35 - 40"
"","2720","BETA HCG","MEN : < 10.00 Female:Pre- Menopausal  : < 5 Post-Menopausal  : < 101 - 3 Pregnancy Weeks : 50   - 150004 - 5 Pregnancy Weeks : 2500 - 85006 - 11 Pregnancy Weeks : 12000 - 28000012 - 21 Pregnancy Weeks : 7000 - 19500 Normal serum hCG concentrations are reached up to 2 or 3 days after the labour.","IU/L","","Standard","Text","0 - 500","0 - 10"
"","2721","PROLACTIN","M= 2.3 - 17.5, F= 2.9 - 25.8","mIU/L","","Standard","Decimal","0 - 999","2.3 - 17.5"
"","2722","Nitrate","NEGATIVE","-","Negative","Descriptive","Text","0 - 250","0 - 0"
"","2723","Anti Thyroid Peroxidase (Blood TPO)","Less Than 9.0","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2724","Liquification","30 Minutes at 37 C.","","","Standard","Text","0 - 250","0 - 99999"
"","2725","Duration of Absitence","3 To 5 Days","","","Standard","Text","0 - 250","0 - 99999"
"","2726","Volume","1 - 10 cc","","","Standard","Text","0 - 250","0.5 - 99999"
"","2727","Consistency","Thin & Thick","","","Standard","Text","0 - 250","0 - 99999"
"","2728","PH","Alkaline","-","","Standard","List","0 - 250","0 - 99999"
"","2729","Rapid Progression","40 - 60 %","","","Standard","Text","0 - 500","0 - 99999"
"","2730","Slow Progression:","20 - 40 %","","","Standard","Text","0 - 500","0 - 99999"
"","2731","Immotile","20 - 40 %","","","Standard","Text","0 - 250","0 - 99999"
"","2732","Concentration:","60 - 120","million/ml","","Standard","Text","0 - 500","0 - 99999"
"","2733","Epithelial Cells","Rare","","Nil","Standard","Text","0 - 500","0 - 99999"
"","2734","Claforan(CTX)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2735","Sparaxin(SPX)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2736","Zinacef(CXM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2737","Cefaclor(CEC)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2738","Kanamycin(K)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2739","Sulzone(SUL)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2740","Tazocin(TZP)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2741","Rubella IgG","Negative: < 8.0Borderline: 8.0 to 12.0Positive: > 12.0","IU/mL","","Standard","Decimal","0 - 999","0 - 999"
"","2742","FSH","Male: 1.00 - 14.00FemaleFollicular Phase: 3.00 - 12.00Midcycle : 8.00 - 22.00Luteal Phase: 2.00 - 12.00Postmenopause: 35.00 - 151.00","IU/l","","Standard","Decimal","0 - 453","1.3 - 151"
"","2743","Creatinine","Male: 0.7 - 1.3Female: 0.6 - 1.1Child1 Day: 0.6 - 1.23 Months: 0.2 - 0.41 Year: 0.3 - 0.72-12 Years: 0.35 - 1.0","mg/dl","","Standard","Decimal","0 - 40","0.6 - 1.2"
"","2744","Anti Thyroglobulin Antibodies (ATG)","Negative:   <58.5Equivocal:  58.5 - 71.5Positive:   >71.5","IU/ml","","Standard","Decimal","0 - 999","0 - 71.5"
"","2745","Progesterone Level","Male :                    0.14 -  2.06Non-Pregnant Female:Mid Follicular Phase :    0.31 - 1.52Mid Luteal Phase :        5.16 - 18.56Postmenopausal:           0.04 - 0.79Pregnant Female:1st Trimester:            4.73 - 50.742nd Trimester:            19.41 - 45.30","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2746","FREE T4 (FT4)","0.8 - 2.2","ng/dl","","Standard","Text","0 - 500","0.8 - 2.2"
"","2747","FREE T3 (FT3)","1.8 - 4.2","pg/mL","","Standard","Text","0 - 500","1.8 - 4.2"
"","2748","HbA1c","4.5 - 6.7","%","","Standard","Decimal","0 - 50","4.5 - 6.7"
"","2749","Hepatitis B viral Antigen Result","Negative","","","Standard","List","0 - 500","0 - 0"
"","2750","R.A FACTOR (QUANTITATIVE)","0.0 - 8.0","IU/mL","","Standard","Decimal","0 - 999","0 - 8"
"","2751","Lymphocytes","22 - 55","%","","Standard","Decimal","5 - 200","22 - 55"
"","2752","Gentamycin","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2753","Tobramycin","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2754","Imipenem","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2755","Meropenem","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2756","Metronidazole","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2757","Augmentin(AMC) (Amoxicillin/Clavulanic acid)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2758","Anti Mullerian Hormone (AMH)","Males :1  - 11 Years : 39.1 - 33012 - 20 Years : 1.15 - 142> 20    Years : 0.6  - 18.2Females:< 10 Years    : 0.08 - 10.610 - 20 Years : 0.62 - 10.9021 - 30 Years : 0.08 - 10.2331 - 40 Years : 0.15 - 10.5041 - 50 Years : 0.08 - 6.12 > 50 Years   : 0.08 - 0.4","ng/mL","","Standard","Decimal","0 - 1398","0 - 100"
"","2759","T4","4.4 - 10.8","n mol/L","","Standard","Decimal","0 - 50","4.4 - 10.8"
"","2760","TSH","Adult: 0.30 - 4.0","µIU/mL","","Standard","Text","0 - 110","0.3 - 4"
"","2761","Head Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2762","Mid Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2763","Tail Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2764","Quantity","--","","","Standard","Text","0 - 500","0 - 99999"
"","2765","Color","Colorless","","","Standard","Text","0 - 250","0 - 99999"
"","2766","Sediment","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2767","Coagulum","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2768","Xanthochromia","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2769","Viscosity","Normal","","","Standard","Text","0 - 500","0 - 99999"
"","2770","Glucose","--","mg/dl","","Standard","Decimal","0 - 999","0 - 0"
"","2771","Proteins","< 3","G/dl","","Standard","Decimal","0 - 999","0 - 3"
"","2772","LDH","< 0.59","x Serum Value","","Standard","Decimal","0 - 999","0 - 0.59"
"","2773","Leucocytes Count (TLC)","< 150","/c.mm","","Standard","Decimal","0 - 999","0 - 150"
"","2774","Red Cells Count","Rare","","","Standard","Decimal","0 - 999","0 - 99999"
"","2775","Neutrophils","< 10","%","","Standard","Decimal","0 - 100","0 - 10"
"","2776","Lymphocytes","> 90","%","","Standard","Decimal","0 - 100","90 - 110"
"","2777","Gram's Stain","Negative","","","Standard","List","0 - 500","0 - 0"
"","2778","Ziehl Neelsen Stain","No AFB seen","","No AFB seen","Standard","Text","0 - 500","0 - 99999"
"","2779","Vitamin B12 Level","Normal: 180 - 914Intermediate: 145 - 170 Deficiency: Less than 145","pg/ml","","Standard","Text","0 - 500","145 - 914"
"","2780","D-DIMER","<200.0 ng/ml  Recommended that each laboratory   establish its own reference range.","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2781","T4","Cord Blood :7.4 - 13 1 - 3 days:12 - 23 1 - 2 weeks:9.9 - 17 1 - 4 months:7.2 - 14 4 - 12 months:7.8 - 16 Childern:5.6 - 15 Adults:4.6 - 11","nmol/L","","Standard","Decimal","0 - 459","59 - 153"
"","2782","Urine Sugar Random","Nil","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","2783","Brucella Abortus","","","","Standard","Text","0 - 500","0 - 99999"
"","2784","Brucella Melitensis","1:20","","","Standard","Text","0 - 500","0 - 99999"
"","2785","SERUM LIPASE","10 - 137","U/l","","Standard","Decimal","0 - 1800","10 - 137"
"","2786","Result","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2787","CutOff Value","1.0","","","Standard","Text","0 - 500","1 - 99999"
"","2788","HAV  (IgG) :","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2789","Cut Off Value:","1.0","-","","Standard","Text","0 - 500","1 - 1"
"","2790","ANTI HEV IgG:","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2791","ANTI HEV IgM:","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2792","IgE","Male   : Less Than 250Female : Less Than 175","IU/ml","","Standard","Decimal","0 - 5000","0 - 175"
"","2793","Alkaline Phosphatase","Male: 53 - 128, Female: 42 - 98, 0-10 year: 80 - 640","U/L","","Standard","Decimal","0 - 5000","42 - 700"
"","2794","Bence jones protein test (Urine)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2795","Heamoglobin (HB)","Female: 11.0 - 15.0Male: 13.0 - 17.0","g/dl","","Standard","Decimal","0 - 500","0 - 25"
"","2796","C-Reactive Protein (CRP)","Negative: <6","mg/L","","Standard","Decimal","0 - 999","0 - 6"
"","2797","PH","5.0 - 8.5","","","Standard","Text","0 - 250","0 - 99999"
"","2798","RA Factor","Negative: <30Borderline: 30-50Positive: >50","IU/mL","","Standard","Text","0 - 500","0 - 1000"
"","2799","Reducing Substance","Negative","","","Standard","List","0 - 500","0 - 99999"
"","2800","Serum Anti-GAD 65","Normal = 17High   > 17","U/mL","","Standard","Text","0 - 500","0 - 17"
"","2801","Remarks:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2802","Opinion:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2803","Advice:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2804","Note:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2805","T4","5.0 - 12.0","ug/dL","","Standard","Decimal","0 - 459","5 - 12"
"","2806","Leishmania Donovani Bodies","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2807","Co-trimoxazole","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2808","Pipracillin -Tazobactam","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2809","Result","Non Reactive","","","Standard","Text","0 - 500","0 - 99999"
"","2810","TSH","Birth - 4 Days: 1.0 - 39.02 - 20 Weeks: 1.7 - 9.121 Weeks - 20 Yrs: 0.7 - 6.421 - 54 Yrs: 0.35 - 4.94> 55 Yrs: 0.5 - 8.9Pregnancy; 1st Trimester: 0.3 - 4.52nd Trimester: 0.5 - 4.63rd Trimester: 0.8 - 5.2Methodology: CMIA(Architect ci8200 - ABBOTT )","µIU/mL","","Standard","Text","0 - 500","0 - 99999"
"","2811","Prolactin","1 - 12 Months: 0.20 - 29.91 - 3 Yrs: 1.00 - 17.14 - 6 Yrs: 1.60 - 13.17 - 9 Yrs: 0.30 - 12.910 - 12 Yrs: 1.90 - 9.6013 - 15 Yrs: 3.00 - 14.416 - 18 Yrs: 2.10 - 18.4Adult Non Pregnant: 03.0 - 25.0Adult Pregnant: 80.0 - 400.0Methodology: CMIA (Abbott ARCHITECT Plus i1000SR)","ng/ml","","Standard","Decimal","0 - 105","0 - 9999"
"","2812","Anti Mullerian Hormone (AMH)","1.00 - 2.99","ng/mL","","Standard","Decimal","0 - 1398","1 - 2.99"
"","2813","Pregnancy Test In Blood","Negative-No PregnancyPositive-Pregnancy Confirmed","","","Standard","List","0 - 500","0 - 99999"
"","2814","Total Bilirubin","0.2 - 1.1","mg/dl","","Standard","Decimal","0 - 500","0.2 - 1.1"
"","2815","Direct Bilirubin","0.2 - 0.5","mg/dl","","Standard","Decimal","0 - 500","0.2 - 0.5"
"","2816","SGPT (ALT)","5 - 43","U/L","","Standard","Integer","0 - 10000","5 - 43"
"","2817","Indirect Bilirubin","0.1 - 0.6","mg/dl","","Standard","Decimal","0 - 500","0.1 - 0.6"
"","2818","LDH (Fluid)","Newborn: <70 U/LAdults: <40 U/L","U/L","U/L","Standard","Decimal","0 - 500","0 - 70"
"","2819","Xanthochromia","Negative","","","Standard","List","0 - 500","0 - 1000"
"","2820","WBCs","<5/cmm3","/cmm3","/cmm3","Standard","Decimal","0 - 999","0 - 10"
"","2821","RBCs","<5/cmm3","/cmm3","/cmm3","Standard","Decimal","0 - 9999","0 - 10"
"","2822","CSF Protein","15-60","mg/dl","mg/dl","Standard","Decimal","0 - 999","15 - 60"
"","2823","CSF Glucose","50-80","mg/dl","mg/dl","Standard","Decimal","0 - 999","50 - 80"
"","2824","WBCs","<5","/cmm3","/cmm3","Standard","Decimal","0 - 999","0 - 10"
"","2825","RBCs","<5","/cmm3","/cmm3","Standard","Decimal","0 - 999","0 - 10"
"","2826","Neut","","%","%","Standard","Decimal","0 - 999","0 - 500"
"","2827","Lymph","","%","%","Standard","Decimal","0 - 999","0 - 500"
"","2828","Cellularity","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2829","Erythropoiesis","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2830","Myelopoiesis","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2831","M:E ratio","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2832","Megakaryocytes","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2833","Specimen Site","","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","2834","Plasma Cells","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2835","Abnormal Cells","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2836","Hemoparasites","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2837","Lymphocytes","20 - 50","%","","Descriptive","Text","0 - 500","20 - 50"
"","2838","24 HOURS URINARY CALCIUM","60 - 300","mmol/24 Hrs","","Standard","Decimal","0 - 999","0 - 300"
"","2839","Folic Acid","5.40 - 20.50","ng/ml","","Standard","Decimal","0 - 100","5.4 - 20.5"
"","2840","Helicobacter Pylori Abs (IgA)","Negative: < 10.0Positive: > 10.0","-","","Standard","Decimal","0 - 500","0 - 10"
"","2841","Helicobacter Pylori Abs (IgG)","Negative: < 10.0Positive: > 10.0","-","","Standard","Decimal","0 - 500","0 - 10"
"","2842","HELICOBACTER PYLORI Abs IgM","Negative < 10.0Positive > 10.0","-","","Standard","Text","0 - 500","0 - 10"
"","2843","Anti HBsAg","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2844","Cortisol PM","20.2 - 131.0","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2845","Hematocrit (HCT)","38 - 51","%","","Standard","Text","0 - 500","38 - 51"
"","2846","Calcium(Ca++)","1.12 - 1.32","mmol/L","","Standard","Text","0 - 500","1.12 - 1.32"
"","2847","Chloride(Cl-)","98 - 109","mmol/L","","Standard","Text","0 - 500","98 - 109"
"","2848","Potassium(K+)","3.5 - 4.9","mmol/L","","Standard","Text","0 - 500","3.5 - 4.9"
"","2849","Sodium(Na+)","138 - 146","mmol/L","","Standard","Text","0 - 500","138 - 146"
"","2850","Glucose(Glu)","3.9 - 6.1","mmol/L","","Standard","Text","0 - 500","3.9 - 6.1"
"","2851","HSV-2 IgG","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 1.1"
"","2852","HSV-2 IgM","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 1.1"
"","2853","Syphilis Antibodies","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2854","Piperacillin-Tazobactum","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2855","Co- Trimaoxazole","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2856","Co-trimoxazole","*","*","","Descriptive","Text","0 - 250","0 - 99999"
"","2857","Urine Sugar (2 Hour Post Dose)","","","","Standard","Text","0 - 250","0 - 99999"
"","2858","Urine Sugar (1 Hour Post Dose)","","","","Standard","Text","0 - 250","0 - 99999"
"","2859","Mean Cell Volume (MCV).","75.0 - 100.0","fl","","Standard","Machine","0 - 999999","75 - 100"
"","2860","Mean Cell Hemoglobin (MCH).","25.0 - 35.0","pg","","Standard","Machine","0 - 999999","25 - 35"
"","2861","Mean Cell Hb Conc (MCHC).","31.0 - 38.0","g/dl","","Standard","Machine","0 - 999999","31 - 38"
"","2862","Red Cell Dist. Width (RDW-CV)","11.0 - 16.0","%","","Standard","Machine","0 - 999999","11 - 16"
"","2863","Red Cell Dist. Width (RDW-SD)","35.0 - 56.0","fl","","Standard","Machine","0 - 999999","35 - 56"
"","2864","Mean Platelet Volume (MPV).","7.0 - 11.0","fL","","Standard","Machine","0 - 999999","7 - 11"
"","2865","Platelet Distribution Width (PDW).","9.0 - 17.0","-","","Standard","Machine","0 - 999999","9 - 17"
"","2866","Neutrophils.","40 - 75","%","","Standard","Machine","0 - 999999","40 - 75"
"","2867","Lymphocytes.","20 - 50","%","","Standard","Machine","0 - 999999","20 - 50"
"","2868","UREA","15 - 50","mg/dl","","Standard","Machine","0 - 999999","15 - 50"
"","2869","Azithromycin (AZM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2870","Doxycycline (DO)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2871","Rifampin (RD)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2872","Fusidic Acid (FD)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2873","Cefepime (FEP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2874","Ceftazidime (CAZ)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2875","Ampicillin-sulbactam (SAM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2876","Cefazolin (KZ)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2877","Polymyxin B (PB)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2878","Piperacillin-Tazobactam(TZP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2879","Minocycline (MH)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2880","Fosfomycin (FOS)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2881","Penicillin (P)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2882","Fosfomycin-trometamol (FOT)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2883","Teicoplanin (TEC)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2884","C-REACTIVE PROTEIN (CRP).","Less than 6.0","mg/L","","Standard","Text","0 - 500","0 - 999"
"","2885","Co-trimoxazole (SXT)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2886","White Blood Cell (WBC/TLC)","4000 - 11000","/ cu mm","","Standard","Decimal","0 - 999999","4000 - 11000"
"","2887","Serum Chloride","95 - 110","mmol/L","","Standard","Decimal","0 - 321","0 - 150"
"","2888","Serum Potassium","3.4 - 5.5","mmol/L","","Standard","Decimal","2.5 - 7","0 - 500"
"","2889","Serum Sodium","135 - 145","mmol/L","","Standard","Decimal","110 - 160","0 - 200"
